"term","estimate","std_error","z_value","p_value","significance"
"(Intercept)",-0.490866967399833,0.0337412258113803,-14.5479885687577,6.01456668986239e-48,"***"
"elo_diff",2.28508221727102,0.0716289572050595,31.9016541135631,2.5326818017904e-223,"***"
"home_field",0.425332603197561,0.040109860441513,10.6041905535365,2.84920433547551e-26,"***"
"host_country_diff",0.160654975329927,0.0939616737926346,1.70979260846798,0.0873042303315391,""
"tournament_importance",0.0643210363818829,0.0805557468206338,0.798466142025854,0.424600033688137,""
"recent_win_rate_diff",-0.582693685623999,0.114643416367082,-5.08266156129057,3.72182504730873e-07,"***"
"recent_goal_diff_diff",0.187151209951305,0.0212805724675761,8.79446312999596,1.43733557769431e-18,"***"
"home_attack_vs_away_defense",-0.0888624033104098,0.020536567513447,-4.32703290129785,1.51131393753323e-05,"***"
"away_attack_vs_home_defense",0.0568878585844244,0.0218253706397351,2.60650137509485,0.00914724566538013,"**"
